brewery_id,brewery_name,no_of_beers,no_of_beerstyles
839,Tooheys Brewing,13,6
840,Brasserie Almaza S.A.L.,8,3
841,Brasserie à Vapeur,11,4
842,Antigua Brewery Ltd.,1,1
843,Hatuey Brewery,1,1
844,Bitter End Brewery and Bistro,14,13
845,Calistoga Inn Restaurant & Brewery,6,6
846,Compañía Cervecera de Puerto Rico,5,3
848,Bristol Brewing Company,58,36
849,Rogan Brewery,8,5
850,Moon River Brewing Company,42,27
853,Black Oak Brewing Co.,31,12
855,McMenamins Mill Creek,2,2
856,Northwest Brewwërks,3,3
858,Mac and Jack's Brewery,7,7
859,Snoqualmie Falls Brewing Company & Taproom,20,17
860,The Vermont Pub & Brewery,64,37
861,Klosterbrauerei Neuzelle GmbH,13,8
862,E.J. Phair Brewing Company,13,10
863,Russian River Brewing Company,65,26
864,Red Brick Brewing Company,39,23
865,Suntory,40,14
866,Scotch Irish Brewing Company,31,18
867,Three Needs Brewery & Taproom,49,35
868,Mordue Brewery,8,5
870,Moylan's Brewery,51,26
871,Thurn Und Taxis Regensburg Gmbh Fürstliche Brauerei,7,7
872,Lind Brewing Company,1,1
873,Brick House Brewery,30,22
874,"Oriental Brewery Co., Ltd",10,5
875,Jones Brewing Company,7,5
876,Trap Rock Restaurant & Brewery,32,21
877,River Horse Brewing Co.,23,20
878,Oasis Brewery,5,5
879,Backwoods Brewing,2,2
880,Straub Brewery,4,3
881,Camo Brewing Company,7,3
882,Beach Chalet Brewery and Restaurant,27,22
883,Tunbridge Brewing,1,1
884,Kelham Island Brewery,9,4
885,Summit Station Restaurant & Brewery,7,7
886,Gubernija Brewery,13,8
887,Utenos Alus,5,4
888,"Cervecería Centro Americana, S.A.",22,6
889,Brouwerij Palm NV,17,8
890,Allgäuer Brauhaus AG,36,14
891,Hudson Valley Brewing Company,6,6
892,Cold Spring Brewing Co.,69,22
893,Brouwerij Van den Bossche,11,9
894,the Nils Oscar Company,35,23
895,Napa Valley Ale Works,2,2
896,Independent Breweries Ltd,5,3
898,Heavy Seas Beer,53,31
899,Baltimore Brewing Company,11,10
901,High Street Brewery & Cafe (McMenamins),11,9
902,Robert Thomas Brewing Company,2,2
903,Gettysbrew Restaurant & Brewery,5,5
904,Gettysburg Brewing Co.,3,3
905,Estes Park Brewery,16,12
906,Flying Monkey Brewing Company,11,8
907,Dillon Dam Brewery,17,15
908,Macedonian Thrace Brewery,7,5
909,Ice Harbor Brewing Company,27,16
910,Thirsty Bear Brewing Company,29,25
911,Klosterbrauerei Andechs,11,9
912,Cerveceria Nacional Dominicana,5,3
913,Brauerei Spezial,7,4
914,Lewis & Clark Brewing Company,9,8
915,New Zealand Breweries Limited,9,7
917,La Zaragozana S.A.,10,10
918,Hops Grillhouse & Brewery,20,11
919,Browar Krotoszyn,1,1
920,Mahou S.A.,10,7
921,Privatbrauerei Bischoff,9,7
922,Brouwerij der St. Benedictusabdij de Achelse,6,5
923,Ska Brewing Co.,35,25
928,Pivzavod Abovian,3,3
929,Brauerei-Gaststätte Klosterbräu,7,5
930,Landwehr-Bräu - Privatbrauerei Wörner,9,7
931,Pacific Rim Brewing Co.,13,11
932,Hale's Ales Brewery & Pub,35,21
933,Zagorka Brewery / Pivovaren Zavod Zagorka,6,4
934,Topvar Brewery,7,5
935,Darwin Brewery Ltd.,8,8
936,No-Li Brewhouse,26,14
937,Stingray Brewery,3,3
938,Privatbrauerei Frankenheim,2,1
939,Cross Plains Beer Company,2,2
940,Dogwood Brewing Company,15,14
941,Browning's Brewery,18,17
942,Berliner Bürgerbräu GmbH,7,4
943,Smoky Mountain Brewery & Restaurant,14,13
944,Commonwealth Brewery Ltd.,5,3
945,Brasserie Belle-Vue,11,3
946,Windward & Leeward Brewery Ltd.,5,5
948,Waimea Brewing Company,13,8
949,Stone Arch Brewpub,26,22
950,Tui Brewery,2,2
951,Goulburn Brewery,3,3
952,Great Dane Pub & Brewing Company (Downtown),110,55
954,Thisted Bryghus,19,11
955,Rockslide Brewery & Pub,5,5
958,Red Star Brewery & Grill,46,38
959,Silver City Brewing Co.,35,26
960,Browar Dojlidy S.A.,6,3
961,Privat Brauerei Schmucker Ober-Mossau KG,18,11
969,Zea Rotisserie & Brewery,5,5
971,Crescent City Brewhouse,14,12
975,Crest Brewing Company,1,1
976,Dutch Export Breweries,4,2
977,"Cerveceria Del Baru Panama, S.A.",4,1
978,Black Diamond Brewing Co.,21,14
979,Bonnema Brewing Company,2,2
980,Boulder Creek Brewing,3,3
981,Broken Drum Brewery And Wood Grill,10,10
982,Coast Range Brewing Co.,28,15
983,E & O Trading Company,6,6
986,Wynkoop Brewing Company,59,38
987,SandLot Brewery @ Coors Field,18,16
988,Denver Chop House & Brewery,9,9
995,Kawartha Lakes Brewing Company Ltd.,4,4
996,Valhalla Microbrewery & Restaurant,7,7
997,The Brewer's Art,40,17
999,Montana Brewing Company,16,11
1000,Brewer's Alley Restaurant & Brewery,27,24
1001,Firehouse Brewing Co.,21,14
1003,Brasserie De Silenrieux S.A. (Chez L'Père Sarrasin),10,6
1004,Townsville Brewing Co.,4,3
1009,Rosen Brewery and Restaurant,1,1
1011,Angel City Brewing,16,12
1012,Bonaventure Brewing,7,6
1013,Brewski Brewing Company,5,5
1014,Manhattan Beach Brewing Co.,8,7
1015,Red Car Brewery and Restaurant,12,9
1016,Redondo Beach Brewing,10,9
1018,San Pedro Brewing Company,9,8
1032,Five Seasons Prado,63,41
1033,Max Lager's American Grill & Brewery,35,28
1037,Barley's Brewing Company,68,29
1042,Nodding Head Brewery and Restaurant,63,34
1043,Cascade Lakes Brewing Co.,26,15
1047,Typhoon Restaurant & Brewery,5,5
1049,Big River Grille & Brewing Works,24,15
1050,Vine Park Brewing Co.,12,12
1052,C'est What?,15,9
1056,Upstream Brewing Company - Old Market,55,36
1060,Hazel Dell Brewpub,10,9
1065,Shipyard Brewery & Brewport Pub,1,1
1066,Anacortes Brewery & Rockfish Grill,39,28
1068,Brauerei Gilde,7,4
1069,Elliott Bay Brewing Co.,27,18
1071,Sonoran Brewing Company,23,16
1074,Oregon Trail Brewery,11,8
1075,Caldera Brewing Company,28,19
1084,Mythos Breweries S.A.,4,3
1086,Cleveland ChopHouse And Brewery,19,18
1088,Mad Crab Restaurant and Brewery,5,5
1089,Rock Bottom Restaurant and Brewery,8,8
1090,Rocky River Brewing,46,27
1091,Northwoods Brewpub and Grill,21,18
1092,"Kelly's Caribbean Bar, Grill & Brewery",6,6
1095,Hops Grillhouse & Brewery,2,2
1098,Olde Wyndham Brewery,1,1
1103,Nimbus Brewing Company,34,28
1104,Beaver Street Brewery & Whistle Stop Cafe,16,15
1106,Grizzly Peak Brewing Company,51,28
1108,"Inveralmond Brewery Ltd., The",11,5
1111,Martha's Vineyard Ales,2,2
1112,Little Apple Brewing Company,25,19
1113,Brasserie De La Soif,6,5
1114,Bullfrog Brewery,152,55
1115,Two Rows Restaurant & Brewery,36,30
1124,High Point Brewing Company,1,1
1125,Yellowstone Valley Brewing Co.,7,7
1127,Buckhead Brewery and Grill,19,13
1131,Park Tavern,8,7
1133,Capitol City Brewing,21,19
1135,"Franklin's Restaurant, Brewery & General Store",66,41
1140,Pratt Street Ale House,65,33
1141,Brasserie Dieu Du Ciel,95,45
1142,L'Amère à Boire,21,18
1143,La Taverne Du Sergeant-Recruteur,6,6
1144,Le Cheval Blanc,46,28
1145,La Micro de Bromont,10,8
1149,Harrison's Brewery and Restaurant,13,9
1151,Piece Brewery & Pizzeria,49,29
1154,Willoughby Brewing,63,36
1155,Blimp City Brewing,3,3
1161,Privatbrauerei Christian Fiedler,3,3
1162,Mad Anthony Brewing Company,35,27
1163,Mohegan Cafe and Brewery,3,3
1164,Coddington Brewing Co.,23,21
1168,Barley John's Brew Pub,38,25
1169,Fitger's Brewhouse,153,61
1170,Upland Brewing Company,54,32
1175,Sherlock's Home,2,2
1177,Minneapolis Town Hall Brewery,312,65
1178,Great Waters Brewing,101,44
1181,Market Street Brewing Co. and Restaurant,11,10
1183,Southend Brewery & Smokehouse,20,13
1193,,7,5
1195,Pivovar Zlaty Bazant a.s.,6,4
1196,"Great Beer Company, The",2,2
1199,Founders Brewing Company,147,38
1200,Pardubický pivovar a.s.,10,5
1250,Swans Brewpub / Buckerfield Brewery,21,18
1251,Woodstock Inn Brewery,15,13
1252,Cervecería y Maltería Quilmes / Grupo Bemberg,10,6
1253,Cervecería Polar Los Cortijos,6,5
1254,Browerij Nacional Balashi,2,1
1263,Brasserie Theillier,4,2
1264,TBonz Gill & Grill,13,13
1270,Red Bell Brewery & Pub,12,11
1272,Brasseries Du Maroc,4,1
1273,Alaus Darykla Kalnapilis,9,6
1274,Cerveza De Cuba,1,1
1275,Front Street Ale House / San Juan Brewing,16,13
1276,Rocky River Brewery & Grille,9,8
1285,Milly's Tavern,50,37
1286,Sioux Falls Brewing Co.,7,6
1289,The Ship Inn,21,14
1290,Rowland's Calumet Brewery,8,8
1291,Motor City Brewing Works,16,15
1292,Athenian Brewery,6,2
1293,"Great Grains Brewery, Inc.",6,4
1295,Ambassador Brewing Company,1,1
1296,Magnotta Brewery,9,8
1297,Grand Rapids Brewing Co,41,27
1299,Mobjack Bay Brewing Company,4,4
1300,Castle Brewing (Kenya) Ltd,1,1
1302,Flatlander's Restaurant and Brewery,20,18
1303,Jennings Brothers PLC,15,4
1304,Pelican Pub & Brewery,35,24
1305,Vino's Brewpub,19,17
1306,"Badger Brewery, Hall and Woodhouse",24,6
1307,Climax Brewing Company,17,14
1308,Blue Collar Brewing Co.,1,1
1310,"Felinfoel Brewery Company, Ltd.",7,5
1311,Celtic Bayou,26,20
1313,Lucky Labrador Brewing Company,42,25
1314,Port Washington Brewing Co.,5,4
1315,Klosterbrauerei Weltenburg,10,7
1317,Triumph Brewing Company,63,48
1318,Artisan's Brewery & Italian Grill,23,18
1319,Boscos Restaurant & Brewing Co. - Nashville,42,33
1320,Scharers Little Brewery,3,3
1321,Wig And Pen,53,35
1329,Bank Top Brewery,5,3
1332,Simonds Farsons Cisk Plc.,10,8
1333,"St. Croix Brewing Company, LLC",4,4
1334,Blind Tiger Brewery & Restaurant,42,27
1335,Tun Tavern,45,31
1339,De Leyerth Brouwerijen (Urthel),8,7
1340,Gaslight Brewery & Restaurant,28,24
1341,J.J. Bitting Brewing Company,32,25
1342,Harvest Moon Brewery & Cafe,75,45
1343,Library Sports Grille & Brewery,1,1
1344,Cricket Hill Brewing Co.,17,13
1345,Dick's Brewing Company,30,23
1349,AS Tartu Õlletehas,16,10
1351,Barfüsser Das Kleine Brauhaus - Nürnberg,1,1
1352,Wagner Brau,1,1
1353,Forschungsbrauerei,2,2
1355,Brauerei Greifenklau,4,4
1356,Bräu im Moos,3,3
1357,Weissbierbrauerei Hopf,9,3
1358,Especialidades Cerveceras S.A. de C.V.,7,6
1369,Vena Brewery,9,6
1371,Stepan Razin Brewery,10,5
1374,Heineken St.Petersburg Brewery Ltd.,7,3
1375,Bavaria Brewery,4,4
1381,Amstar,5,3
1382,Aldaris,20,8
1384,Afanasy Pivo (Brau Service),14,6
1385,Hood Canal Brewing,11,9
1386,Harmon Restaurant & Brewery,75,34
1387,Port Townsend Brewing Company,29,16
1388,Brauerei Forst AG,5,3
1389,Copper Canyon Brewery,18,17
1390,Nethergate Brewery Co. Ltd.,23,8
1391,Issaquah Brewhouse,15,13
1393,Kimo's Sports Bar,12,9
1394,Skagit River Brewery,25,21
1395,Old Schoolhouse Brewery,23,18
1396,Snipes Mountain Microbrewery & Restaurant,27,17
1397,Scuttlebutt Brewing Company,22,15
1398,Empire Brewing Company,42,29
1399,West Yorkshire Brewery,2,1
1401,Berliner Kindl Brauerei,12,5
1411,Borinquen Grill & Brewing Company,3,2
1412,Red Rock Brewing Company,38,31
1413,Desert Edge Brewery,21,17
1415,Marmot Mesa Brewery & Ale House,9,9
1416,Uinta Brewing Company,31,23
1417,Black Sheep Brewery PLC,11,6
1422,Melanie Brewing Company,29,7
1423,Hyde Park Brewing Company,12,12
1425,Union De Cervecerias Peruanas Backus y Johnston,5,4
1426,Badaevsky Pivovariniy Zavod,5,2
1427,Bahus Brewery,1,1
1429,Barnaul Brewery,2,1
1431,Dednovo Brewery,1,1
1432,Jackie O's Pub & Brewery,139,35
1435,Tuborgs Bryggerier A/S,19,12
1445,Barley Island Brewing Company,34,22
1446,Market Cross Pub & Brewery,11,10
1450,Brauerei Früh Am Dom,2,2
1453,Siletz Brewing And Public House,15,13
1454,Broad Ripple Brew Pub,50,32
1455,Ram Restaurant & Brewery,26,21
1457,Arbor Brewing Company,67,42
1460,King Brewing Company,15,12
1463,Harboes Bryggeri A/S,29,7
1464,Elevator Brewery & Draught Haus,66,43
1466,Streichs Brewing Co.,1,1
1467,Micro-brasserie Saint-Arnould,19,17
1469,Beauce Broue,1,1
1471,Dark Horse Brewing Company,72,33
1472,Hite Brewery Company LTD,8,6
1473,Richbrau Brewing Company,33,25
1474,Barrel House Brewing Company,25,23
1475,Maumee Bay Brewing Company,53,37
1477,Great Northern Brewing Co. / Black Star Draught House,15,12
1478,Grand Ridge Brewing Co.,15,15
1479,J. Boag & Son Brewing,18,6
1480,Matilda Bay Brewing Co.,18,14
1482,The Seven Barrel Brewery,19,19
1483,Springfield Brewing Company,34,26
1484,Harlem Brewing Company,1,1
1485,"Eddie McStiff's Restaurant, Brew Pub & Bar",6,5
1487,Accra Brewery Limited,2,2
1488,Brauerei Göller Zur Alten Freyung,7,6
1489,Královský Pivovar Krušovice a.s.,11,6
1490,La Brasserie Seigneriale,2,2
1491,Cerveceria Costa Rica,15,7
1492,Microbrasserie Nouvelle-France,8,5
1494,Lang Creek Brewery,12,10
1497,Jupiter,18,12
1498,Brasseries Kronenbourg,24,11
1499,Carolina Brewing Company,37,27
1500,Freeport Brewing Company,9,7
1501,Chesapeake Bay Brewing Company,9,8
1502,"Mash House Restaurant & Brewery, The",34,22
1503,Hambleton Ales,15,6
1505,Ostankinskiy Pivovarinniy Zavod,6,2
1513,Barley's Smokehouse and Brewpub,44,20
1520,Franconia Notch Brewing Company,6,5
1522,Main Street Brewery / Mesa Cerveza,5,5
1525,Durango Brewing,13,10
1527,Olde Heurich Brewing Co.,3,3
1528,Snowshoe Brewing Company,10,9
1530,Wye Valley Brewery,15,8
1532,Golden City Brewery,27,19
1533,O'Hanlon's Brewing Co. Ltd.,16,9
1534,Brouwerij Het Anker,21,10
1535,Brasseurs R.J.,33,18
1536,Privatbrauerei Gaffel Becker & Co.,2,2
1537,Landshuter Brauhaus Koller-Fleischmann AG,5,3
1538,Hangtown Brewery,6,4
1539,Oettinger International Getränke-Vertriebs GmbH,16,16
1540,Mountain Goat Beer Pty Ltd,29,19
1542,Lord Nelson Brewery Hotel,9,8
1546,"Hong Kong S.A.R. Brewing Company Ltd., The",4,4
1548,John Harvard's Brewery & Ale House,394,83
1549,Goose Island Beer Co.,368,67
1550,Rock Bottom Restaurant & Brewery,855,86
1551,Gordon Biersch Brewery Restaurant,34,22
1565,Gordon Biersch Brewery & Restaurant,2,2
1567,Brew Moon Restaurant & Microbrewery,29,22
1568,Brew Moon Restaurant & Microbrewery,9,9
1581,Broue Chope,1,1
1586,Alpine Brewing Company,7,4
1587,Williamsburg Brewing Company,6,6
1590,Diamond Knot Brewery,25,16
1595,Cascade Brewery Company Ltd.,16,7
1596,Copper Canyon Grill & Brewery,7,6
1597,Pinnacle Peak Patio Steakhouse & Microbrewery,6,4
1599,Prescott Brewing Company,16,14
1600,KEO Limited,3,1
1601,Independence Brew Pub,22,19
1602,Big Hole Brewing Company,13,11
1604,Roslyn Brewing,3,3
1606,North Fork Brewing,11,7
1608,The Shed Restaurant & Brewery,63,22
1609,The Bear Brew Pub,7,7
1610,McGuire's Irish Pub,18,16
1612,Charlie & Jake's Brewery & Grille,19,16
1613,Panama City Brewery & Cafe,5,5
1614,River City Brewing Company,11,9
1616,Spanish Springs Brewing Company,8,7
1618,Sarasota Brewing Company,20,18
1619,C.H. Evans Brewing Company,43,31
1620,Dunedin Brewery,38,21
1621,Brewzzi Italian American Bistro & Microbrewery,25,20
1622,Titanic Brewing Company,13,12
1623,Aktien-Brauerei Kaufbeuren AG,22,12
1627,Eel River Brewing Co.,18,13
1628,Southampton Publick House,79,55
1631,Brasserie du Boxer SA,4,3
1632,Brauerei Eichhof,5,5
1634,Gilded Otter Brewing Company,29,27
1635,Chelsea Brewing Company,50,25
1636,Bethlehem Brew Works,106,53
1637,Cervecería Suramericana S. A.,1,1
1638,Heads Up Brewing,6,6
1639,Gallaghers' U-Brew,7,7
1640,Big House Brewing Co.,12,12
1643,Van Dyck Restaurant and Brewery,2,2
1644,Kutztown Tavern,25,20
1646,Davidson Brothers Restaurant & Brewery,26,22
1652,Herrnbräu Bürgerliches Brauhaus Ingolstadt,9,8
1653,Wickwar Brewing Company,8,7
1656,South Australia Brewing Co.,7,5
1659,South Street Brewery,39,32
1660,Old World Brewing Company Inc.,4,4
1665,Old Baldy Brewery,11,10
1666,Selin's Grove Brewing Company,62,33
1672,Prague Breweries Group,2,2
1675,Birrificio Le Baladin,27,8
1676,Wolnzacher Bürgerbraü AG,8,7
1677,Fire Company Brew,1,1
1678,Sacramento Brewing Co.,26,17
1680,Oakham Ales / The Brewery Tap,15,9
1682,Brasserie La Choulette,16,5
1683,Santa Fe Brewing Company,27,16
1684,"AB Group, Ltd.",2,2
1685,Cerveceria Bucanero S.A.,5,1
1689,West End Brewery,2,1
1690,Shenandoah Brewing Co.,45,23
1691,Blue Frog Grog & Grill,19,13
1692,Grand Bahama Brewing Company,1,1
1693,Krasnyj Vostok,12,5
1699,Bere Azuga S.A.,1,1
1700,Bere Craiova (Brau-Union Romania),1,1
1703,Malbera S.A. (Brau-Union Romania),1,1
1704,Proberco S.A,2,2
1705,Silva Reghin S.A. (Brau-Union Romania),2,2
1708,Sweetwater Tavern & Brewery,21,20
1709,Capitol City Brewing,52,39
1714,Bulgarhmel,5,2
1717,"Cheboksarskaya Pivovariya ""Buket Chuvashii""",6,3
1719,Sarmat,11,8
1720,Zagrebaèka Pivovara D.d.,7,6
1721,SP Novoteh Ltd. / Karpat Brewery,1,1
1722,Namibia Breweries Limited,6,5
1723,Hansa Brauerei / Namibia Breweries,2,2
1725,Hilltop Brewing Company,13,11
1727,Hunterdon Brewing Company,2,2
1729,Los Gatos Brewing Company,19,15
1730,Karlova&#267;ka Pivovara,1,1
1740,Vinap,4,1
1741,Vityaz,1,1
1742,"Pivovarnya ""Pyatyi Okean''",2,2
1746,Voronezhsky Brewery,1,1
1749,Moosejaw Pizza & Dells Brewing Co.,48,31
1752,Two Rows Restaurant & Brewery,10,8
1754,Stewart's Brewing Co.,51,33
1755,"Fujian Yanjing Huiquan Brewery Co., Ltd.",1,1
1762,"St. George Brewing Company, The",20,15
1763,Bray's Brewing Company,25,14
1765,Abbey Brewing Co.,8,7
1766,Black Rock Brewing Co.,10,9
1767,Sun Valley Brewing Company,9,7
1776,William Stones Ltd,1,1
1781,Perla Browary Lubelskie S.A.,5,4
1782,US Border Brewery Cantina,5,5
1784,Outer Banks Brewing Station,53,28
1787,Augustiner Bräu Kloster Mülln OHG,2,2
1788,Flying Goose Brew Pub & Grille,18,13
1790,Italian Oasis Restaurant And Brewery,6,6
1792,Brauerei Keesmann,3,3
1793,Capitol City Brewing Company,29,23
1794,Capitol City Brewing,37,29
1796,Herzoglich Bayerisches Brauhaus Tegernsee,5,4
1797,Hofbrauhaus Berchtesgaden,4,4
1798,Irseer Klosterbräu,5,4
1799,Unions-Bräu Haidhausen,3,3
1800,Dockside Restaurant & Brewing Co.,11,10
1805,Rock Art Brewery,34,27
1808,Compass Creek Restaurant & Brewery,7,6
1809,Brewery Urpin BB Ltd.,3,3
1810,Buffalo Brewery (Aus.),5,5
1811,Scottish Chief's Tavern Brewery,6,6
1818,O'Hara's Brewpub And Restaurant,9,8
1819,Granite City Food & Brewery,35,30
1834,"Shipwrecked Brew Pub, Restaurant and Inn",10,10
1837,Buckeye Brewing Company,38,29
1838,Bloomington Brewing Company / Lennie's,20,13
1839,Lake Tahoe Brewing Co.,3,3
1847,Asheville Pizza and Brewing Co.,20,13
1850,Hops Grillhouse & Brewery,5,4
1853,Sly Fox Brewing Company,114,47
1854,Hereford & Hops Restaurant & Brewpub,11,11
1860,Bube's Brewery,46,36
1862,Top of the Hill Restaurant and Brewery,17,13
1863,Southend Brewery & Smokehouse,6,5
1865,Southend Brewery & Smokehouse,2,2
1866,Southend Brewery & Smokehouse,11,11
1869,Micro-Brasserie Breughel,12,8
1870,Crabby Larry's Brew Pub,11,8
1872,McKenzie Brew House,101,45
1874,Pizzeria Uno Chicago Grill & Brewery,20,20
1877,Berliner-Schultheiss-Brauerei GmbH,4,3
1878,Propeller Brewery,13,13
1879,Garrison Brewing Company,29,22
1880,Empyrean Brewing Company,32,25
1882,Fancy Pants Brewing Company,6,6
1885,Cambrew / Angkor Brewery,5,3
1888,Lake Placid Craft Brewing Company,33,28
1889,Pearl Street Grill And Brewery,32,23
1890,Red Lion Brewing,3,3
1897,Brasserie Coreff,7,7
1898,Mystic Brewpub And Restaurant,1,1
1899,Blackwater Brewing Company,6,6
1901,West Virginia Brewing Company,33,25
1903,Spilker Ales,10,8
1904,Main Street Beer Company / Williamsville Brewery,11,8
1905,Ortlieb's Grill at Sunnybrook Ballroom,4,4
1909,Coasters Pub & Biergarten,2,2
1910,Water Street Brewery,20,20
1911,Stout Bros. Public House,1,1
1912,Milwaukee Ale House,36,24
1916,Kettle House Brewing Co.,13,10
1917,Kompania Piwowarska,3,3
1918,Altstadthotel & Restaurant Zieglerbräu,1,1
1922,Sunday River Brewing Co.,9,9
1923,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,6,2
1924,DuClaw Brewing Company,49,37
1925,Johansson's Dining House,15,13
1926,Ellicott Mills Brewing Company,36,23
1927,Il Vicino Wood Oven Pizza and Brewery,1,1
1930,Alcatraz Brewing Co.,51,35
1932,Hops Grillhouse & Brewery,8,7
1933,Mishawaka Brewing Company,32,23
1935,Birra Menabrea SpA,8,4
1937,"Swashbuckler Brewing Co, LTD",23,18
1938,Fitzpatrick's Brewing Company,6,6
1939,Ibbl Ashkelon / Tank Beer,2,2
1941,Tyskie Browary Ksi&#261;&#380;&#281;ce (SABMiller),3,3
1942,Chernomor Brewery,2,1
1943,Trebjesa Brewery,3,2
1944,Cally's Restaurant and Brewing Co.,31,28
1946,Clay Pipe Brewing Company,12,10
1949,Bohemian Brewery,7,7
1950,Court Avenue Brewing Company,35,24
1951,"Cerveceria Hondurena, S.A. / BevCo Ltd",4,2
1953,Bare Bones Grill & Brewery,5,5
1954,Bare Bones Grill & Brewery,7,7
1972,Brew It Up Davis,9,9
2002,JW Dover Beer & Wine Makers Supplies / Black Box Brewing Co.,5,5
2014,Great Western Brewing,17,6
2015,Golden Valley Brewery and Pub,17,15
2016,Lighthouse Brewing Company,2,2
2042,Santa Barbara Brewing Company,26,19
